eo_number,title,date,president,url,status
13077,"Executive Order 13077—Further Amendment to Executive Order 13010, Critical Infrastructure Protection",1998-03-10,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13077-further-amendment-executive-order-13010-critical-infrastructure,ok
13076,Executive Order 13076—Ordering the Selected Reserve of the Armed Forces to Active Duty,1998-02-24,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13076-ordering-the-selected-reserve-the-armed-forces-active-duty,ok
13075,Executive Order 13075—Special Oversight Board for Department of Defense Investigations of Gulf War Chemical and Biological Incidents,1998-02-19,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13075-special-oversight-board-for-department-defense-investigations-gulf,ok
13074,Executive Order 13074—Amendment to Executive Order 12656,1998-02-09,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13074-amendment-executive-order-12656,ok
13073,Executive Order 13073—Year 2000 Conversion,1998-02-04,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13073-year-2000-conversion,ok
13072,Executive Order 13072—White House Millennium Council,1998-02-02,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13072-white-house-millennium-council,ok
13071,Executive Order 13071—Adjustments of Certain Rates of Pay,1997-12-29,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13071-adjustments-certain-rates-pay,ok
13070,"Executive Order 13070—The Intelligence Oversight Board, Amendment to Executive Order 12863",1997-12-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13070-the-intelligence-oversight-board-amendment-executive-order-12863,ok
13069,Executive Order 13069—Prohibiting Certain Transactions With Respect to UNITA,1997-12-12,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13069-prohibiting-certain-transactions-with-respect-unita,ok
13068,"Executive Order 13068—Closing of Government Departments and Agencies on Friday, December 26, 1997",1997-11-25,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13068-closing-government-departments-and-agencies-friday-december-26-1997,ok
13067,Executive Order 13067—Blocking Sudanese Government Property and Prohibiting Transactions With Sudan,1997-11-03,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13067-blocking-sudanese-government-property-and-prohibiting-transactions,ok
13066,"Executive Order 13066—Amendment to Executive Order 13037, Commission To Study Capital Budgeting",1997-10-29,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13066-amendment-executive-order-13037-commission-study-capital-budgeting,ok
13065,Executive Order 13065—Further Amendment to Executive Order 13038—Advisory Committee on Public Interest Obligations of Digital Television Broadcasters,1997-10-22,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13065-further-amendment-executive-order-13038-advisory-committee-public,ok
13064,"Executive Order 13064—Further Amendment to Executive Order 13010, as Amended, Critical Infrastructure Protection",1997-10-11,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13064-further-amendment-executive-order-13010-amended-critical,ok
13063,"Executive Order 13063—Level V of the Executive Schedule: Removal of the Executive Director, Pension Benefit Guaranty Corporation, Department of Labor",1997-09-30,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13063-level-v-the-executive-schedule-removal-the-executive-director,ok
13062,Executive Order 13062—Continuance of Certain Federal Advisory Committees and Amendments to Executive Orders 13038 and 13054,1997-09-29,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13062-continuance-certain-federal-advisory-committees-and-amendments,ok
13061,Executive Order 13061—Federal Support of Community Efforts Along American Heritage Rivers,1997-09-11,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13061-federal-support-community-efforts-along-american-heritage-rivers,ok
13060,Executive Order 13060—Establishing an Emergency Board To Investigate Disputes Between Amtrak and Its Employees Represented by the Brotherhood of Maintenance of Way Employes,1997-08-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13060-establishing-emergency-board-investigate-disputes-between-amtrak-and,ok
13059,Executive Order 13059—Prohibiting Certain Transactions With Respect to Iran,1997-08-19,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13059-prohibiting-certain-transactions-with-respect-iran,ok
13058,Executive Order 13058—Protecting Federal Employees and the Public From Exposure to Tobacco Smoke in the Federal Workplace,1997-08-09,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13058-protecting-federal-employees-and-the-public-from-exposure-tobacco,ok
13057,Executive Order 13057—Federal Actions in the Lake Tahoe Region,1997-07-26,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13057-federal-actions-the-lake-tahoe-region,ok
13056,"Executive Order 13056—Further Amendment to Executive Order 13017, Advisory Commission on Consumer Protection and Quality in the Health Care Industry",1997-07-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13056-further-amendment-executive-order-13017-advisory-commission-consumer,ok
13055,Executive Order 13055—Coordination of United States Government International Exchanges and Training Programs,1997-07-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13055-coordination-united-states-government-international-exchanges-and,ok
13054,Executive Order 13054—Eligibility of Certain Overseas Employees for Noncompetitive Appointments,1997-07-07,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13054-eligibility-certain-overseas-employees-for-noncompetitive,ok
13052,Executive Order 13052—Hong Kong Economic and Trade Offices,1997-06-30,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13052-hong-kong-economic-and-trade-offices,ok
13053,Executive Order 13053—Adding Members to and Extending the President's Council on Sustainable Development,1997-06-30,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13053-adding-members-and-extending-the-presidents-council-sustainable,ok
13051,Executive Order 13051—Internal Revenue Service Management Board,1997-06-24,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13051-internal-revenue-service-management-board,ok
13050,Executive Order 13050—President's Advisory Board on Race,1997-06-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13050-presidents-advisory-board-race,ok
13049,Executive Order 13049—Organization for the Prohibition of Chemical Weapons,1997-06-11,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13049-organization-for-the-prohibition-chemical-weapons,ok
13048,Executive Order 13048—Improving Administrative Management in the Executive Branch,1997-06-10,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13048-improving-administrative-management-the-executive-branch,ok
13047,Executive Order 13047—Prohibiting New Investment in Burma,1997-05-20,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13047-prohibiting-new-investment-burma,ok
13046,"Executive Order 13046—Further Amendment to Executive Order 12975, Extension of the National Bioethics Advisory Commission",1997-05-16,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13046-further-amendment-executive-order-12975-extension-the-national,ok
13045,Executive Order 13045—Protection of Children From Environmental Health Risks and Safety Risks,1997-04-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13045-protection-children-from-environmental-health-risks-and-safety-risks,ok
13044,"Executive Order 13044—Amending Executive Order 12752, Implementation of the Agricultural Trade Development and Assistance Act of 1954, as Amended, and the Food for Progress Act of 1985, as Amended",1997-04-18,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13044-amending-executive-order-12752-implementation-the-agricultural-trade,ok
13043,Executive Order 13043—Increasing Seat Belt Use in the United States,1997-04-16,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13043-increasing-seat-belt-use-the-united-states,ok
13042,Executive Order 13042—Implementing for the United States Article VIII of the Agreement Establishing the World Trade Organization Concerning Legal Capacity and Privileges and Immunities,1997-04-09,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13042-implementing-for-the-united-states-article-viii-the-agreement,ok
13041,"Executive Order 13041—Further Amendment to Executive Order 13010, as Amended",1997-04-03,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13041-further-amendment-executive-order-13010-amended,ok
13040,"Executive Order 13040—Amendment to Executive Order 13017, Advisory Commission on Consumer Protection and Quality in the Health Care Industry",1997-03-25,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13040-amendment-executive-order-13017-advisory-commission-consumer,ok
13039,Executive Order 13039—Exclusion of the Naval Special Warfare Development Group From the Federal Labor-Management Relations Program,1997-03-11,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13039-exclusion-the-naval-special-warfare-development-group-from-the,ok
13038,Executive Order 13038—Advisory Committee on the Public Interest Obligations of Digital Television Broadcasters,1997-03-11,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13038-advisory-committee-the-public-interest-obligations-digital,ok
13037,Executive Order 13037—Commission To Study Capital Budgeting,1997-03-03,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13037-commission-study-capital-budgeting,ok
13036,Executive Order 13036—Establishing an Emergency Board To Investigate a Dispute Between American Airlines and Its Employees Represented by the Allied Pilots Association,1997-02-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13036-establishing-emergency-board-investigate-dispute-between-american,ok
13035,"Executive Order 13035—Advisory Committee on High-Performance Computing and Communications, Information Technology, and the Next Generation Internet",1997-02-11,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13035-advisory-committee-high-performance-computing-and-communications,ok
13034,Executive Order 13034—Extension of Presidential Advisory Committee on Gulf War Veterans' Illnesses,1997-01-30,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13034-extension-presidential-advisory-committee-gulf-war-veterans,ok
13033,Executive Order 13033—Adjustments of Certain Rates of Pay and Allowances,1996-12-27,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13033-adjustments-certain-rates-pay-and-allowances,ok
13032,Executive Order 13032—Further Amendment to Executive Order No. 12964,1996-12-26,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13032-further-amendment-executive-order-no-12964,ok
13031,Executive Order 13031—Federal Alternative Fueled Vehicle Leadership,1996-12-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13031-federal-alternative-fueled-vehicle-leadership,ok
13030,Executive Order 13030—Administration of Foreign Assistance and Related Functions and Arms Export Controls,1996-12-12,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13030-administration-foreign-assistance-and-related-functions-and-arms,ok
13028,Executive Order 13028—Further Amendments to Executive Order No. 12757—Implementation of the Enterprise for the Americas Initiative,1996-12-03,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13028-further-amendments-executive-order-no-12757-implementation-the,ok
13029,"Executive Order 13029—December 3, 1996",1996-12-03,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13029-december-3-1996,ok
13026,Executive Order 13026—Administration of Export Controls on Encryption Products,1996-11-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13026-administration-export-controls-encryption-products,ok
13027,Executive Order 13027—Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Employees Represented by the Brotherhood of Locomotive Engineers,1996-11-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13027-establishing-emergency-board-investigate-dispute-between-the,ok
13025,"Executive Order 13025—Amendment to Executive Order 13010, the President's Commission on Critical Infrastructure Protection",1996-11-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13025-amendment-executive-order-13010-the-presidents-commission-critical,ok
13024,"Executive Order 13024—Amending Executive Order 12015, Relating to Competitive Appointments of Students Who Have Completed Approved Career-Related Work Study Programs",1996-11-07,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13024-amending-executive-order-12015-relating-competitive-appointments,ok
13023,"Executive Order 13023—Amendments to Executive Order 12992, Expanding and Changing the Name of the President's Council on Counter-Narcotics",1996-11-06,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13023-amendments-executive-order-12992-expanding-and-changing-the-name-the,ok
13022,Executive Order 13022—Administration of the Midway Islands,1996-10-31,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13022-administration-the-midway-islands,ok
13021,Executive Order 13021—Tribal Colleges and Universities,1996-10-19,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13021-tribal-colleges-and-universities,ok
13020,Executive Order 13020—Amendment to Executive Order 12981,1996-10-12,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13020-amendment-executive-order-12981,ok
13019,Executive Order 13019—Supporting Families: Collecting Delinquent Child Support Obligations,1996-09-28,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13019-supporting-families-collecting-delinquent-child-support-obligations,ok
13018,Executive Order 13018—Amending Executive Order No. 12975,1996-09-16,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13018-amending-executive-order-no-12975,ok
13017,Executive Order 13017—Advisory Commission on Consumer Protection and Quality in the Health Care Industry,1996-09-05,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13017-advisory-commission-consumer-protection-and-quality-the-health-care,ok
13016,Executive Order 13016—Amendment to Executive Order 12580,1996-08-28,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13016-amendment-executive-order-12580,ok
13015,Executive Order 13015—White House Commission on Aviation Safety and Security,1996-08-22,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13015-white-house-commission-aviation-safety-and-security,ok
13014,Executive Order 13014—Maintaining Unofficial Relations With the People on Taiwan,1996-08-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13014-maintaining-unofficial-relations-with-the-people-taiwan,ok
13013,"Executive Order 13013—Amending Executive Order No. 10163, The Armed Forces Reserve Medal",1996-08-06,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13013-amending-executive-order-no-10163-the-armed-forces-reserve-medal,ok
13012,Executive Order 13012—Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Their Employees Represented by The Brotherhood of Locomotive Engineers,1996-07-18,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13012-establishing-emergency-board-investigate-dispute-between-the,ok
13011,Executive Order 13011—Federal Information Technology,1996-07-16,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13011-federal-information-technology,ok
13010,Executive Order 13010—Critical Infrastructure Protection,1996-07-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13010-critical-infrastructure-protection,ok
13009,Executive Order 13009—Amendment to Executive Order No. 12963 Entitled Presidential Advisory Council on HIV/AIDS,1996-06-14,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13009-amendment-executive-order-no-12963-entitled-presidential-advisory,ok
13008,Executive Order 13008—Amending Executive Order No. 12880,1996-06-03,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13008-amending-executive-order-no-12880,ok
13007,Executive Order 13007—Indian Sacred Sites,1996-05-24,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13007-indian-sacred-sites,ok
13005,Executive Order 13005—Empowerment Contracting,1996-05-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13005-empowerment-contracting,ok
13006,Executive Order 13006—Locating Federal Facilities on Historic Properties in our Nation's Central Cities,1996-05-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13006-locating-federal-facilities-historic-properties-our-nations-central,ok
13004,Executive Order 13004—Establishing an Emergency Board To Investigate Disputes Between Certain Railroads Represented by the National Railway Labor Conference and Their Employees Represented by Certain Labor Organizations,1996-05-17,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13004-establishing-emergency-board-investigate-disputes-between-certain,ok
13003,Executive Order 13003—Establishing an Emergency Board to Investigate Disputes Between Certain Railroads Represented by the National Carriers' Conference Committee of the National Labor Conference and Their Employees Represented by the Brotherhood of Maintenance of Way Employees,1996-05-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13003-establishing-emergency-board-investigate-disputes-between-certain,ok
13002,Executive Order 13002—Termination of Combat Zone Designation in Vietnam and Waters Adjacent Thereto,1996-05-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13002-termination-combat-zone-designation-vietnam-and-waters-adjacent,ok
13001,Executive Order 13001—Establishing an Emergency Board To Investigate a Dispute Between Certain Railroads and Their Employees,1996-05-08,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13001-establishing-emergency-board-investigate-dispute-between-certain,ok
13000,Executive Order 13000—Order of Succession of Officers To Act as Secretary of Defense,1996-04-24,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-13000-order-succession-officers-act-secretary-defense,ok
12999,Executive Order 12999—Educational Technology: Ensuring Opportunity for All Children in the Next Century,1996-04-17,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12999-educational-technology-ensuring-opportunity-for-all-children-the,ok
12998,Executive Order 12998—Amendment to Executive Order No. 11880,1996-04-05,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12998-amendment-executive-order-no-11880,ok
12997,Executive Order 12997—Korean Peninsula Energy Development Organization,1996-04-01,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12997-korean-peninsula-energy-development-organization,ok
12995,Executive Order 12995—Amendment to Executive Order No. 12873,1996-03-25,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12995-amendment-executive-order-no-12873,ok
12996,Executive Order 12996—Management and General Public Use of the National Wildlife Refuge System,1996-03-25,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12996-management-and-general-public-use-the-national-wildlife-refuge,ok
12994,Executive Order 12994—Continuing the President's Committee on Mental Retardation and Broadening Its Membership and Responsibilities,1996-03-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12994-continuing-the-presidents-committee-mental-retardation-and,ok
12993,Executive Order 12993—Administrative Allegations Against Inspectors General,1996-03-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12993-administrative-allegations-against-inspectors-general,ok
12992,Executive Order 12992—President's Council on Counter-Narcotics,1996-03-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12992-presidents-council-counter-narcotics,ok
12991,Executive Order 12991—Adding the Small Business Administration to the President's Export Council,1996-03-06,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12991-adding-the-small-business-administration-the-presidents-export,ok
12990,"Executive Order 12990—Adjustments of Rates of Pay and Allowances for the Uniformed Services, Amendment to Executive Order 12984",1996-02-29,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12990-adjustments-rates-pay-and-allowances-for-the-uniformed-services,ok
12989,Executive Order 12989—Economy and Efficiency in Government Procurement Through Compliance With Certain Immigration and Naturalization Act Provisions,1996-02-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12989-economy-and-efficiency-government-procurement-through-compliance,ok
12988,Executive Order 12988—Civil Justice Reform,1996-02-05,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12988-civil-justice-reform,ok
12987,Executive Order 12987—Amendment to Executive Order 12964,1996-01-31,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12987-amendment-executive-order-12964,ok
12986,Executive Order 12986—International Union for Conservation of Nature and Natural Resources,1996-01-18,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12986-international-union-for-conservation-nature-and-natural-resources,ok
Executive Order 1298,Executive Order 12985—Establishing the Armed Forces Service Medal,,,https://www.presidency.ucsb.edu/documents/executive-order-12985-establishing-the-armed-forces-service-medal,"error: HTTPSConnectionPool(host='www.presidency.ucsb.edu', port=443): Read timed out. (read timeout=30)"
12984,Executive Order 12984—Adjustments of Certain Rates of Pay and Allowances,1995-12-28,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12984-adjustments-certain-rates-pay-and-allowances,ok
12983,Executive Order 12983—Amendment to Executive Order 12871,1995-12-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12983-amendment-executive-order-12871,ok
12982,Executive Order 12982—Ordering the Selected Reserve of the Armed Forces to Active Duty,1995-12-08,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12982-ordering-the-selected-reserve-the-armed-forces-active-duty,ok
12981,Executive Order 12981—Administration of Export Controls,1995-12-05,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12981-administration-export-controls,ok
12980,"Executive Order 12980—Further Amendment to Executive Order 12852, as Amended",1995-11-17,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12980-further-amendment-executive-order-12852-amended,ok
12979,Executive Order 12979—Agency Procurement Protests,1995-10-25,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12979-agency-procurement-protests,ok
12978,Executive Order 12978—Blocking Assets and Prohibiting Transactions With Significant Narcotics Traffickers,1995-10-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12978-blocking-assets-and-prohibiting-transactions-with-significant,ok
Executive Order 1297,Executive Order 12977—Interagency Security Committee,,,https://www.presidency.ucsb.edu/documents/executive-order-12977-interagency-security-committee,"error: HTTPSConnectionPool(host='www.presidency.ucsb.edu', port=443): Read timed out. (read timeout=30)"
12976,Executive Order 12976—Compensation Practices of Government Corporations,1995-10-05,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12976-compensation-practices-government-corporations,ok
12975,Executive Order 12975—Protection of Human Research Subjects and Creation of National Bioethics Advisory Commission,1995-10-03,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12975-protection-human-research-subjects-and-creation-national-bioethics,ok
12974,Executive Order 12974—Continuance of Certain Federal Advisory Committees,1995-09-29,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12974-continuance-certain-federal-advisory-committees,ok
12973,Executive Order 12973—Amendment to Executive Order No. 12901,1995-09-27,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12973-amendment-executive-order-no-12901,ok
12972,Executive Order 12972—Amendment to Executive Order No. 12958,1995-09-18,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12972-amendment-executive-order-no-12958,ok
12971,Executive Order 12971—Amendment to Executive Order No. 12425,1995-09-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12971-amendment-executive-order-no-12425,ok
12970,Executive Order 12970—Further Amendment to Executive Order No. 12864,1995-09-14,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12970-further-amendment-executive-order-no-12864,ok
12969,Executive Order 12969—Federal Acquisition and Community Right-To-Know,1995-08-08,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12969-federal-acquisition-and-community-right-know,ok
12968,Executive Order 12968—Access to Classified Information,1995-08-02,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12968-access-classified-information,ok
12967,Executive Order 12967—Establishing an Emergency Board to Investigate Disputes Between Metro North Commuter Railroad and Its Employees Represented by Certain Labor Organizations,1995-07-31,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12967-establishing-emergency-board-investigate-disputes-between-metro,ok
12966,Executive Order 12966—Foreign Disaster Assistance,1995-07-14,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12966-foreign-disaster-assistance,ok
12965,Executive Order 12965—Further Amendment to Executive Order No. 12852,1995-06-27,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12965-further-amendment-executive-order-no-12852,ok
12964,Executive Order 12964—Commission on United States-Pacific Trade and Investment Policy,1995-06-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12964-commission-united-states-pacific-trade-and-investment-policy,ok
12963,Executive Order 12963—Presidential Advisory Council on HIV/AIDS,1995-06-14,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12963-presidential-advisory-council-hivaids,ok
12962,Executive Order 12962—Recreational Fisheries,1995-06-07,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12962-recreational-fisheries,ok
12961,Executive Order 12961—Presidential Advisory Committee on Gulf War Veterans' Illnesses,1995-05-26,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12961-presidential-advisory-committee-gulf-war-veterans-illnesses,ok
12960,"Executive Order 12960—Amendments to the Manual for Courts-Martial, United States, 1984",1995-05-12,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12960-amendments-the-manual-for-courts-martial-united-states-1984,ok
12959,Executive Order 12959—Prohibiting Certain Transactions With Respect to Iran,1995-05-06,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12959-prohibiting-certain-transactions-with-respect-iran,ok
12958,Executive Order 12958—Classified National Security Information,1995-04-17,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12958-classified-national-security-information,ok
12957,Executive Order 12957—Prohibiting Certain Transactions With Respect to the Development of Iranian Petroleum Resources,1995-03-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12957-prohibiting-certain-transactions-with-respect-the-development,ok
12956,Executive Order 12956—Israel-United States Binational Industrial Research and Development Foundation,1995-03-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12956-israel-united-states-binational-industrial-research-and-development,ok
12955,Executive Order 12955—Nuclear Cooperation With EURATOM,1995-03-09,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12955-nuclear-cooperation-with-euratom,ok
12954,Executive Order 12954—Ensuring the Economical and Efficient Administration and Completion of Federal Government Contracts,1995-03-08,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12954-ensuring-the-economical-and-efficient-administration-and-completion,ok
12953,Executive Order 12953—Actions Required of All Executive Agencies To Facilitate Payment of Child Support,1995-02-27,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12953-actions-required-all-executive-agencies-facilitate-payment-child,ok
12952,Executive Order 12952—Amendment to Executive Order No. 12950,1995-02-24,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12952-amendment-executive-order-no-12950,ok
12951,Executive Order 12951—Release of Imagery Acquired by Space-Based National Intelligence Reconnaissance Systems,1995-02-22,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12951-release-imagery-acquired-space-based-national-intelligence,ok
12950,Executive Order 12950—Establishing an Emergency Board To Investigate a Dispute Between Metro North Commuter Railroad and Its Employees by Certain Labor Organizations,1995-02-22,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12950-establishing-emergency-board-investigate-dispute-between-metro-north,ok
12949,Executive Order 12949—Foreign Intelligence Physical Searches,1995-02-09,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12949-foreign-intelligence-physical-searches,ok
12948,Executive Order 12948—Amendment to Executive Order No. 12898,1995-01-30,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12948-amendment-executive-order-no-12898,ok
12947,Executive Order 12947—Prohibiting Transactions With Terrorists Who Threaten To Disrupt the Middle East Peace Process,1995-01-23,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12947-prohibiting-transactions-with-terrorists-who-threaten-disrupt-the,ok
12945,Executive Order 12945—Amendment to Executive Order No. 12640,1995-01-20,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12945-amendment-executive-order-no-12640,ok
12946,Executive Order 12946—President's Advisory Board on Arms Proliferation Policy,1995-01-20,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12946-presidents-advisory-board-arms-proliferation-policy,ok
12944,Executive Order 12944—Adjustments of Certain Rates of Pay and Allowances,1994-12-28,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12944-adjustments-certain-rates-pay-and-allowances,ok
12943,Executive Order 12943—Further Amendment to Executive Order No. 11755,1994-12-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12943-further-amendment-executive-order-no-11755,ok
12942,"Executive Order 12942—Addition to Level V of the Executive Schedule—Commissioner, Administration for Native Americans",1994-12-12,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12942-addition-level-v-the-executive-schedule-commissioner-administration,ok
